gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,winner
4140,9881.6,9441.5,363.93,930.74,3,3,50,50,1,2,60,80,582,102,0,1431,665,5657,8817,-1
4141,9881.6,9441.5,494.63,772.24,2,2,50,50,1,2,60,79,282,77,0,1054,758,5948,9446,-1
4142,9881.6,9451.8,452.85,775.32,2,3,50,50,1,3,60,85,444,113,0,994,360,7404,5804,-1
4143,9881.6,9441.5,854.67,982.93,3,2,50,50,1,2,60,81,468,102,0,874,535,7435,2441,-1
4144,9881.6,9441.5,825.99,1253.77,3,2,50,50,1,1,60,81,187,60,0,1076,582,6089,5254,-1
4145,9881.6,9441.5,763.11,1163.92,3,3,50,50,1,1,60,82,259,106,0,887,527,6372,10327,-1
4146,9881.6,9441.5,667.47,901.04,2,3,50,50,1,1,60,82,327,165,0,775,473,6566,11290,-1
4147,5039.4,9441.5,843.48,1162.62,3,3,50,50,25,1,60,82,348,156,0,825,505,6657,4792,-1
4148,9616.2,9441.5,452.48,924.52,3,2,50,50,1,1,60,75,228,65,0,883,404,5244,11758,-1
4149,9616.2,9441.5,625.82,939.9,2,2,50,50,1,1,60,80,376,94,0,1203,922,9495,4545,-1
4150,5174.7,9425.8,772.86,1346.92,3,3,50,50,25,1,60,79,381,73,0,658,382,6082,2009,-1
4151,5174.7,9821.05,1016.91,1571.38,2,3,50,50,25,2,60,78,717,77,0,999,474,6770,989,-1
4152,5174.7,9821.05,1014.62,1337.07,2,2,50,50,25,2,60,81,259,128,0,850,627,5936,10288,-1
4153,5174.7,9954.5,1124.69,1404.43,3,3,50,50,25,4,60,86,323,101,0,1241,718,7518,6533,-1
4154,5231.7,9954.5,1216.42,1653.52,2,2,50,50,25,4,60,75,580,87,0,1190,679,8893,1176,-1
4155,5231.7,9954.5,1244.24,1508.37,2,3,50,50,25,4,60,78,419,96,0,1223,736,6985,9049,-1
4156,5231.7,9954.5,1100.58,1523.13,2,2,50,50,25,4,60,78,313,78,0,740,809,5283,6326,-1
4157,5231.7,9954.5,1292.66,1578.09,3,2,50,50,25,4,60,86,584,52,0,944,855,6066,4704,-1
4158,5174.7,9954.5,1428.86,1350.14,2,2,50,50,25,3,60,78,472,55,0,931,804,6140,5040,-1
4159,5174.7,9954.5,1443.99,1598.22,2,2,50,50,25,1,60,76,279,165,0,747,510,6250,4685,-1
4160,5174.7,9954.5,1146.51,1441.62,2,2,50,50,25,1,60,79,198,80,0,802,516,5901,10627,-1
4161,5174.7,9954.5,1340.0,1552.49,2,2,50,50,25,1,60,83,339,38,0,1136,585,6310,3026,-1
4162,5174.7,9954.5,1460.46,1642.04,3,3,50,50,25,1,60,76,550,54,0,871,423,5550,3036,-1
4163,5174.7,9954.5,1722.62,1854.1,2,2,50,50,25,1,60,81,574,28,0,1014,860,5926,2926,-1
4164,5174.7,9954.5,1829.1,1860.13,2,2,50,50,25,1,60,75,650,66,0,1124,804,6195,4202,-1
4165,5337.3,10341.3,1949.73,2279.93,3,3,50,50,25,2,60,83,910,84,0,1318,308,7053,1309,-1
4166,9547.4,10341.3,2104.3,2353.04,3,3,50,50,1,1,60,82,305,89,0,657,742,7071,3657,-1
4167,9547.4,10341.3,2016.52,2153.59,2,2,50,50,1,1,60,86,471,82,0,999,543,5339,9010,-1
4168,5337.3,10341.3,1862.61,2060.67,3,3,50,50,25,1,60,83,1320,116,0,1063,642,6724,5101,-1
4169,5337.3,10341.3,1979.75,2210.71,2,2,50,50,25,1,60,81,646,109,0,750,355,6762,3350,-1
4170,5337.3,10341.3,2109.28,2456.21,3,3,50,50,25,2,60,80,628,107,0,899,179,7031,3412,-1
4171,5337.3,10341.3,2328.75,2733.14,2,3,50,50,25,2,60,78,818,105,0,876,492,6243,2248,-1
4172,5337.3,10341.3,2316.63,2535.24,3,3,50,50,25,2,60,82,851,120,0,836,567,6512,7108,-1
4173,5337.3,10341.3,2395.11,2424.91,2,2,50,50,25,2,60,80,534,147,0,836,222,5750,3514,-1
4174,5337.3,10341.3,2277.2,2489.73,3,3,50,50,25,2,60,85,409,135,0,806,286,5776,5293,-1
4175,6198.0,10341.3,2436.1,2576.44,3,2,50,50,2,2,60,78,817,190,0,848,243,7432,2495,-1
4176,6198.0,10092.4,2602.01,2634.44,2,3,50,50,3,1,60,84,879,209,0,841,248,7481,797,-1
4177,10149.9,7912.25,2782.56,2831.82,3,3,50,50,1,1,60,78,911,136,0,1389,288,7206,1451,-1
4178,10149.9,7912.25,2839.29,2750.07,2,2,50,50,1,1,60,91,923,179,0,1442,544,9217,4323,-1
4179,10149.9,7912.25,2871.13,2917.47,3,3,50,50,1,2,60,84,705,177,0,1003,282,7295,1761,-1
4180,10149.9,7912.25,2938.72,2873.64,2,2,50,50,1,2,60,77,676,204,0,1243,309,10323,5135,-1
4181,10149.9,7912.25,2887.29,2795.8,3,3,50,50,1,2,60,93,528,151,0,1054,396,7914,4080,-1
4182,10149.9,7912.25,2703.97,2694.12,2,2,50,50,1,2,60,81,665,191,0,1125,415,6366,7835,-1
4183,10149.9,7912.25,2473.69,2374.88,2,2,50,50,1,2,60,90,660,152,0,1164,356,7987,8373,-1
4184,10149.9,8203.9,2416.76,2197.45,3,3,50,50,1,3,60,85,811,253,0,1296,456,9556,6976,-1
4185,10149.9,8203.9,2213.99,1960.03,2,2,50,50,1,3,60,84,754,209,0,1673,218,7932,9593,-1
4186,10149.9,8203.9,1831.08,1667.58,2,2,50,50,1,3,60,88,664,188,0,1377,345,7237,13040,-1
4187,10149.9,8203.9,1923.78,1709.27,3,3,50,50,1,4,60,78,743,204,0,1642,404,9843,3976,-1
4188,10149.9,8203.9,2149.77,1822.23,3,3,50,50,1,4,60,86,643,175,0,2181,480,11055,3778,-1
4189,10149.9,8203.9,2077.39,1648.32,3,2,50,50,1,4,60,84,465,141,0,1157,369,7576,10394,-1
4190,10149.9,8203.9,1864.83,1425.48,3,3,50,50,1,3,60,84,616,247,0,1408,433,9329,10434,-1
4191,10149.9,8203.9,1679.98,1498.76,2,2,50,50,1,3,60,85,393,168,0,1521,422,8152,7122,-1
4192,10149.9,8203.9,1462.04,1549.27,2,2,50,50,1,2,60,77,684,187,0,1428,275,9081,7250,-1
4193,10149.9,8203.9,1548.39,1696.07,3,3,50,50,1,2,60,82,743,259,0,1580,345,8782,6660,-1
4194,10149.9,8203.9,1411.32,1403.98,3,3,50,50,1,2,60,85,639,273,0,1391,136,7280,9553,-1
4195,10149.9,8203.9,1414.68,1423.18,2,3,50,50,1,2,60,85,829,290,0,1851,274,6434,8274,-1
4196,10149.9,8203.9,1399.8,1635.5,3,3,50,50,1,2,60,84,732,251,0,2011,362,10526,7050,-1
4197,10149.9,8203.9,1017.53,1388.51,3,3,50,50,1,2,60,80,553,237,0,1826,717,8389,14482,-1
4198,10149.9,8203.9,707.04,1032.58,2,2,50,50,1,2,60,72,544,261,0,1518,648,7650,11615,-1
4199,10149.9,8203.9,713.84,891.87,2,2,50,50,1,2,60,80,387,236,0,1610,752,8706,7648,-1
4200,10149.9,8203.9,540.04,493.27,2,3,50,50,1,2,60,77,392,214,0,2131,548,8421,14681,-1
4201,10149.9,8203.9,670.48,625.52,2,2,50,50,1,2,60,75,376,218,0,1949,549,7711,6835,-1
4202,10149.9,8203.9,512.54,516.23,2,2,50,50,1,1,60,85,284,172,0,1681,749,6908,10986,-1
4203,10149.9,8203.9,382.31,742.29,2,2,50,50,1,1,60,78,359,174,0,1834,721,6943,8386,-1
4204,5407.15,8203.9,357.36,753.45,2,2,50,50,25,1,60,84,435,192,0,2420,451,8467,8261,-1
4205,5407.15,8203.9,466.81,611.29,3,2,50,50,25,1,60,85,639,177,0,2230,700,8566,9693,-1
4206,5407.15,8203.9,515.93,533.83,2,2,50,50,25,1,60,80,256,198,0,1386,435,6631,8700,-1
4207,5407.15,8203.9,521.31,553.93,3,2,50,50,25,1,60,80,464,237,0,1392,440,7549,7075,-1
4208,5407.15,8203.9,488.42,105.05,2,2,50,50,25,1,60,84,450,214,0,1855,413,6133,12965,-1
4209,5407.15,8203.9,511.54,137.86,2,2,50,50,25,1,60,82,487,261,0,1232,392,6119,7614,-1
4210,5407.15,8203.9,666.13,162.49,2,2,50,50,25,1,60,75,656,312,0,2031,511,7271,7039,-1
4211,5407.15,8203.9,807.11,-80.04,3,3,50,50,25,1,60,83,379,180,0,2336,640,7883,8858,-1
4212,8308.55,8203.9,795.75,17.35,3,2,50,50,1,1,60,84,297,167,0,1786,715,8206,8172,-1
4213,8308.55,8203.9,781.14,146.37,2,2,50,50,1,1,60,82,544,203,0,1741,414,5587,7832,-1
4214,8308.55,8203.9,824.88,319.8,3,2,50,50,1,1,60,83,313,177,0,1780,528,7096,5050,-1
4215,8308.55,5314.4,963.62,417.71,2,2,50,50,1,25,60,84,313,156,0,1716,437,7320,5574,-1
4216,8308.55,5314.4,1266.07,432.58,3,3,50,50,1,25,60,80,377,246,0,1999,458,7509,5494,-1
4217,8308.55,5098.35,1430.49,359.39,3,3,50,50,1,25,60,79,364,192,0,2344,394,7211,6590,-1
4218,8308.55,5093.75,1441.7,204.33,2,3,50,50,1,25,60,78,322,154,0,2341,506,6799,13027,-1
4219,8308.55,5093.75,1163.06,-18.62,2,2,50,50,1,25,60,78,391,151,0,2163,961,4602,16715,-1
4220,8308.55,5093.75,1110.35,159.03,2,3,50,50,1,25,60,85,469,262,0,2148,417,7027,9506,-1
4221,8308.55,5093.75,1155.49,-13.94,3,2,50,50,1,25,60,81,598,267,0,3217,659,8789,9712,-1
4222,8308.55,5093.75,1085.68,-87.21,2,2,50,50,1,25,60,79,490,309,0,2569,920,8093,8084,-1
4223,8308.55,5093.75,616.53,-215.61,3,2,50,50,1,25,60,76,522,329,0,3579,798,8616,15907,-1
4224,8308.55,5093.75,565.49,-29.88,3,2,50,50,1,25,60,72,632,302,0,3418,841,8013,5884,-1
4225,8308.55,5093.75,637.19,148.64,2,2,50,50,1,25,60,79,610,310,0,3642,969,7490,6343,-1
4226,8308.55,6810.65,580.07,160.74,2,3,50,50,1,1,60,75,495,282,0,2919,888,7419,9623,-1
4227,9686.5,6810.65,684.6,356.97,3,3,50,50,1,1,60,79,484,303,0,2220,706,7640,7185,-1
4228,9686.5,6810.65,625.88,486.21,3,3,50,50,1,1,60,77,570,305,0,3080,1093,7555,6991,-1
4229,9686.5,6810.65,708.21,343.75,2,2,50,50,1,1,60,76,476,332,0,2641,555,8679,10155,-1
4230,9850.5,6810.65,774.47,567.56,3,3,50,50,2,1,60,73,735,296,0,2816,917,8627,6124,-1
4231,9850.5,6810.65,520.81,537.6,3,3,50,50,2,1,60,83,588,303,0,2321,838,7534,8735,-1
4232,9850.5,6810.65,544.35,574.71,2,2,50,50,2,1,60,73,549,321,0,2201,754,6632,7603,-1
4233,9850.5,6810.65,370.68,632.52,2,2,50,50,2,1,60,81,421,293,0,2770,730,9683,7653,-1
4234,9850.5,6810.65,506.82,589.66,2,2,50,50,2,1,60,81,577,309,0,2569,756,6995,8245,-1
4235,9850.5,6810.65,501.53,415.18,3,3,50,50,3,1,60,89,624,357,0,3156,1119,9892,8353,-1
4236,9850.5,6810.65,574.98,524.24,2,2,50,50,2,1,60,88,610,285,0,2785,1255,8028,8205,-1
4237,9850.5,6810.65,693.13,756.76,3,3,50,50,1,1,60,77,753,577,0,2155,410,8378,6086,-1
4238,9850.5,6810.65,592.35,928.54,2,2,50,50,1,1,60,75,525,387,0,2720,926,7381,10588,-1
4239,9850.5,6810.65,578.02,791.43,2,2,50,50,1,1,60,86,442,311,0,2114,564,7406,7876,-1
4240,9850.5,6810.65,283.18,767.63,3,3,50,50,1,1,60,76,733,464,0,2312,725,8604,9043,-1
4241,9850.5,6810.65,155.56,787.71,2,2,50,50,1,1,60,76,404,296,0,2511,805,6500,9086,-1
4242,9850.5,6810.65,413.2,772.29,3,2,50,50,1,1,60,80,712,444,0,1648,486,5755,6914,-1
4243,9850.5,6810.65,746.81,794.67,2,2,50,50,1,1,60,84,582,433,0,2121,508,7159,5654,-1
4244,9850.5,9815.9,670.06,1025.07,2,3,50,50,1,1,60,85,504,393,0,1683,258,5373,8574,-1
4245,9850.5,9815.9,617.32,692.42,2,2,50,50,1,1,60,81,487,316,0,1574,528,4830,11997,-1
4246,9938.25,9815.9,739.78,939.63,3,2,50,50,2,1,60,82,670,497,0,2224,542,8297,5521,-1
4247,9938.25,9815.9,697.88,883.51,3,2,50,50,2,1,60,67,498,385,0,2412,636,8436,8510,-1
4248,9850.5,9815.9,575.65,956.36,2,2,50,50,1,1,60,80,446,326,0,2007,649,6750,7248,-1
4249,9850.5,9815.9,664.28,1021.15,3,3,50,50,1,1,60,79,544,451,0,2081,403,8693,6673,-1
4250,9850.5,9815.9,619.59,1075.36,3,2,50,50,2,1,60,75,452,348,0,2253,496,7466,6868,-1
4251,9850.5,9715.9,631.05,1138.85,2,3,50,50,2,1,60,76,529,429,0,2217,788,8462,10320,-1
4252,9850.5,9715.9,593.36,801.05,2,2,50,50,2,1,60,80,454,367,0,1705,671,5717,10537,-1
4253,9850.5,9715.9,402.11,739.61,2,2,50,50,2,1,60,80,466,361,0,1589,618,6726,9197,-1
4254,9850.5,9715.9,213.22,707.71,3,3,50,50,2,1,60,88,591,397,0,2070,409,7433,10947,-1
4255,9850.5,9715.9,467.3,958.17,2,3,50,50,2,1,60,88,698,508,0,1855,287,8623,2540,-1
4256,9850.5,9715.9,409.2,1051.28,3,2,50,50,2,1,60,81,623,512,0,1532,188,6780,6705,-1
4257,9745.0,9715.9,672.1,1243.97,3,3,50,50,1,1,60,79,602,380,0,2502,421,8947,3278,-1
4258,5424.9,9715.9,951.94,1354.94,2,2,50,50,25,1,60,80,442,295,0,1932,435,8229,2577,-1
4259,5424.9,9715.9,1205.24,1318.06,2,2,50,50,25,1,60,77,544,431,0,1308,75,6158,7149,-1
4260,5269.1,9715.9,1272.51,1437.12,3,3,50,50,25,1,60,81,432,300,0,2011,503,8389,5678,-1
4261,5269.1,7063.45,1098.44,1309.09,3,3,50,50,25,2,60,79,438,349,0,2074,449,7894,10352,-1
4262,5269.1,7063.45,1205.11,1276.2,2,2,50,50,25,2,60,77,554,388,0,2558,547,8582,6669,-1
4263,5223.7,7063.45,1269.98,1487.94,2,2,50,50,25,2,60,78,544,394,0,1682,394,8383,3932,-1
4264,5381.25,7063.45,1420.94,1737.39,2,2,50,50,25,2,60,74,476,311,0,1557,439,6718,4774,-1
4265,5381.25,7063.45,1411.05,1658.19,2,2,50,50,25,2,60,85,473,323,0,1892,575,7177,7137,-1
4266,5381.25,7063.45,1498.96,1758.05,2,2,50,50,25,2,60,85,542,404,0,1761,287,7399,7490,-1
4267,5241.05,7063.45,1505.71,1661.32,2,2,50,50,25,2,60,75,548,338,0,1923,353,6780,5267,-1
4268,5241.05,7063.45,1515.26,1471.33,2,2,50,50,25,2,60,81,633,417,0,2218,549,9071,6368,-1
4269,5241.05,7063.45,1688.88,1644.48,3,3,50,50,25,2,60,85,650,452,0,1704,279,8087,3578,-1
4270,5241.05,7063.45,1617.19,1631.16,2,3,50,50,25,2,60,66,491,351,0,2028,589,8128,5711,-1
4271,5241.05,7063.45,1387.46,1435.97,2,2,50,50,25,2,60,75,599,444,0,2112,380,7575,10599,-1
4272,5473.85,7063.45,1475.89,1526.86,2,2,50,50,25,2,60,77,644,493,0,2014,282,8794,3576,-1
4273,5473.85,7063.45,1462.76,1511.96,2,2,50,50,25,2,60,75,559,413,0,1737,196,5736,5179,-1
4274,5473.85,7063.45,1385.69,1508.0,2,2,50,50,25,2,60,79,644,464,0,2186,298,6732,6675,-1
4275,5473.85,7063.45,1532.73,1713.12,2,2,50,50,25,2,60,76,476,361,0,1555,236,6173,2539,-1
4276,8592.95,7063.45,1512.78,1828.17,3,3,50,50,1,2,60,84,323,259,0,1913,577,6333,5936,-1
4277,8592.95,7063.45,1565.81,1758.46,2,3,50,50,1,2,60,75,684,430,0,1576,199,6722,7513,-1
4278,8592.95,7063.45,1548.25,1719.36,2,2,50,50,1,2,60,75,600,447,0,2175,392,7434,9155,-1
4279,8592.95,7063.45,1596.54,1830.66,2,2,50,50,1,2,60,75,555,442,0,1700,361,9830,5352,-1
4280,8592.95,7063.45,1461.87,1666.51,2,2,50,50,1,1,60,75,516,359,0,1680,547,7516,6871,-1
4281,8592.95,7063.45,1622.47,1675.81,2,3,50,50,1,1,60,80,695,535,0,2339,237,9319,4547,-1
4282,8592.95,7063.45,1746.25,1650.06,3,3,50,50,1,1,60,76,591,378,0,1780,633,7525,4508,-1
4283,8592.95,7063.45,1871.71,1679.6,2,2,50,50,1,1,60,80,640,398,0,2238,688,10678,4600,-1
4284,8592.95,7063.45,1391.6,1240.21,2,2,50,50,1,1,60,76,493,339,0,3066,1025,6473,18645,-1
4285,8592.95,9730.0,1347.34,1311.76,3,3,50,50,1,1,60,76,530,424,0,1601,199,7612,7785,-1
4286,8592.95,9730.0,1319.22,1590.22,2,2,50,50,1,1,60,76,689,541,0,1276,276,7944,4924,-1
4287,8592.95,9730.0,1341.01,1501.75,2,2,50,50,1,1,60,81,545,383,0,1842,517,6745,5632,-1
4288,8592.95,9730.0,1446.59,1526.3,2,2,50,50,1,1,60,72,628,483,0,1347,175,6571,7746,-1
4289,8592.95,9730.0,1365.57,1551.21,2,2,50,50,1,1,60,82,629,558,0,1776,580,10380,6731,-1
4290,8592.95,9730.0,1386.49,1459.27,2,2,50,50,1,1,60,81,482,404,0,1252,484,7407,8381,-1
4291,9296.9,9730.0,1062.28,1277.92,3,3,50,50,2,1,60,82,492,409,0,1736,759,8555,13835,-1
4292,9296.9,9730.0,982.39,1135.29,2,3,50,50,2,2,60,75,499,438,0,1701,405,7144,11049,-1
4293,9296.9,9730.0,935.88,692.54,2,2,50,50,2,2,60,77,504,455,0,1243,357,5078,15158,-1
4294,9296.9,9730.0,973.21,743.7,2,3,50,50,2,2,60,81,646,566,0,1466,213,9031,7922,-1
4295,9296.9,9730.0,1017.82,705.0,2,2,50,50,2,2,60,82,600,489,0,1661,488,9260,8195,-1
4296,9296.9,9730.0,1247.92,877.09,2,3,50,50,2,2,60,79,501,434,0,1473,368,6874,7042,-1
4297,9296.9,9730.0,1180.73,790.96,3,2,50,50,2,2,60,77,587,489,0,1584,263,8222,11507,-1
4298,9296.9,9730.0,1227.99,788.75,2,2,50,50,2,2,60,69,420,387,0,553,39,3775,7829,-1
4299,9296.9,9730.0,1044.54,503.6,2,3,50,50,2,2,60,74,478,405,0,1296,606,6662,11852,-1
4300,9296.9,9730.0,794.14,185.29,2,2,50,50,2,2,60,76,586,500,0,1463,238,7411,13165,-1
4301,9296.9,9730.0,641.7,-241.69,2,2,50,50,2,2,60,80,611,551,0,1057,173,4801,17517,-1
4302,9296.9,9730.0,259.0,-362.49,2,2,50,50,2,2,60,86,452,412,0,1050,357,5508,12593,-1
4303,9296.9,9730.0,591.05,-232.24,2,3,50,50,1,2,60,83,317,287,0,913,522,6085,4392,-1
4304,9296.9,9697.4,600.93,-204.1,2,2,50,50,1,1,60,80,338,311,0,1068,292,4798,6989,-1
4305,9296.9,9697.4,633.26,-207.17,2,2,50,50,1,1,60,72,539,467,0,629,83,5423,8871,-1
4306,9296.9,9697.4,637.1,-124.64,2,2,50,50,1,1,60,77,539,448,0,905,186,5934,8979,-1
4307,9296.9,9697.4,707.07,-69.71,3,3,50,50,1,1,60,78,512,422,0,1173,144,5107,6915,-1
4308,10075.5,9697.4,680.4,-263.47,3,3,50,50,2,1,60,78,477,385,0,1733,488,6261,11897,-1
4309,10075.5,9697.4,600.72,-433.02,2,2,50,50,2,1,60,77,302,270,0,1289,836,5981,10000,-1
4310,10075.5,9697.4,468.16,-265.42,3,3,50,50,2,1,60,81,405,290,0,1177,517,6486,8159,-1
4311,9296.9,9697.4,537.41,-213.01,3,3,50,50,1,1,60,81,409,307,0,1680,593,6823,6570,-1
4312,9296.9,9697.4,739.91,-106.01,2,2,50,50,1,1,60,74,513,409,0,1339,186,4955,7752,-1
4313,6015.15,9697.4,681.43,24.82,3,2,50,50,2,1,60,82,593,504,0,1648,188,5965,9253,-1
4314,6015.15,9697.4,463.78,-138.19,2,2,50,50,2,1,60,82,369,289,0,1950,707,5048,11447,-1
4315,8305.25,9697.4,429.67,-246.62,3,2,50,50,1,1,60,86,514,442,0,995,165,4960,8786,-1
4316,8305.25,9697.4,396.58,-323.13,2,2,50,50,1,1,60,77,481,446,0,1201,302,4565,13681,-1
4317,8305.25,9697.4,415.14,-242.36,2,2,50,50,1,1,60,74,495,387,0,834,121,4688,10067,-1
4318,6015.15,9697.4,355.79,-234.33,2,2,50,50,1,1,60,77,460,371,0,1840,447,5162,11143,-1
4319,6015.15,9697.4,507.81,240.01,2,2,50,50,2,1,60,74,331,255,0,1044,357,6100,5631,-1
4320,6015.15,9697.4,600.73,162.56,2,2,50,50,2,1,60,78,369,349,0,887,239,4129,9733,-1
4321,5160.5,9697.4,553.11,217.65,2,2,50,50,25,1,60,80,417,394,0,1127,412,4636,10439,-1
4322,5160.5,9697.4,546.29,-5.57,3,3,50,50,25,1,60,78,153,145,0,1531,728,3118,8909,-1
4323,5160.5,9697.4,246.08,-447.98,2,2,50,50,25,1,60,81,313,282,0,895,540,3568,13783,-1
4324,5160.5,9697.4,182.89,-485.98,2,2,50,50,25,1,60,82,304,280,0,1032,350,4945,9523,-1
4325,5050.1,9697.4,253.0,-129.65,2,2,50,50,25,1,60,75,332,304,0,1548,676,5428,6840,-1
4326,5050.1,9697.4,126.67,-210.33,2,2,50,50,25,1,60,80,378,345,0,1012,199,4475,10882,-1
4327,5050.1,9697.4,-48.13,-240.36,2,2,50,50,25,1,60,74,332,320,0,800,174,4038,10648,-1
4328,5050.1,9697.4,11.62,-57.32,3,2,50,50,25,1,60,83,291,258,0,1036,449,4175,5763,-1
4329,5050.1,5252.7,186.76,87.79,2,2,50,50,25,25,60,71,268,262,0,855,185,3844,7510,-1
4330,5176.1,5252.7,415.52,416.52,2,3,50,50,25,25,60,76,296,269,0,889,210,3576,5534,-1
4331,5176.1,5252.7,280.85,269.73,2,2,50,50,25,25,60,78,261,255,0,1030,223,1645,12065,-1
4332,5356.0,5252.7,483.24,657.91,3,2,50,50,25,25,60,79,355,306,0,1621,194,5728,4025,-1
4333,5356.0,5252.7,407.09,533.6,2,2,50,50,25,25,60,77,323,310,0,674,204,3513,9418,-1
4334,5356.0,5252.7,204.49,273.87,2,2,50,50,25,25,60,75,334,326,0,883,317,2397,15657,-1
4335,5356.0,5252.7,155.7,65.01,2,2,50,50,25,25,60,79,424,389,0,930,111,3965,8759,-1
4336,5356.0,5252.7,211.21,31.61,3,3,50,50,25,25,60,78,387,368,0,801,135,4065,8620,-1
4337,5356.0,5252.7,298.51,-129.2,2,2,50,50,25,25,60,69,456,439,0,919,73,3730,10071,-1
4338,5356.0,5759.1,555.18,203.98,2,3,50,50,25,13,60,79,391,374,0,627,40,5436,3973,-1
4339,5356.0,5759.1,689.79,151.49,2,2,50,50,25,14,60,77,334,318,0,787,256,3951,8057,-1
4340,5356.0,5759.1,818.48,481.36,2,2,50,50,25,15,60,76,392,380,0,502,47,4089,3417,-1
4341,5050.1,5252.7,841.92,496.14,2,2,50,50,25,25,60,76,339,324,0,612,438,4282,4991,-1
4342,5050.1,5252.7,820.43,553.85,2,2,50,50,25,25,60,83,477,435,0,885,106,4437,7189,-1
4343,9910.45,5252.7,1014.42,632.79,3,2,50,50,1,25,60,73,403,382,0,693,118,5025,6145,-1
4344,9910.45,5252.7,1278.21,443.3,3,3,50,50,1,25,60,75,376,326,0,1321,287,5971,7347,-1
4345,9910.45,10354.3,1550.45,682.52,3,3,50,50,1,1,60,81,439,278,0,1253,98,5011,3050,-1
4346,9910.45,10354.3,1436.12,897.14,2,2,50,50,1,1,60,79,379,331,0,1130,219,4451,7743,-1
4347,9910.45,10354.3,1482.78,940.91,2,2,50,50,1,1,60,86,328,307,0,749,103,4451,8154,-1
4348,9910.45,10354.3,1437.79,1095.4,2,3,50,50,1,1,60,78,158,144,0,530,167,3073,6667,-1
4349,9910.45,10354.3,1442.69,1241.79,2,2,50,50,1,1,60,77,391,315,0,1130,181,5322,4056,-1
4350,9910.45,10354.3,1575.51,1349.92,2,2,50,50,1,1,60,77,343,235,0,1261,422,6170,3116,-1
4351,9910.45,10354.3,1621.98,1491.59,2,2,50,50,1,1,60,80,303,285,0,975,146,3899,5093,-1
4352,9910.45,5252.7,1782.42,1657.26,2,2,50,50,1,25,60,77,360,312,0,814,77,5712,2695,-1
4353,9910.45,7309.25,2000.02,1844.29,2,3,50,50,1,1,60,77,399,358,0,868,131,5153,2118,-1
4354,9910.45,7309.25,1998.33,1822.31,2,3,50,50,1,1,60,80,290,253,0,1420,356,5292,5250,-1
4355,9910.45,7309.25,2272.19,1989.29,2,2,50,50,1,1,60,80,368,343,0,837,179,3962,3351,-1
4356,9910.45,7309.25,2251.52,1791.63,2,2,50,50,1,1,60,74,298,265,0,1256,303,5087,5985,-1
4357,9910.45,7309.25,2375.18,1928.69,3,3,50,50,2,1,60,71,230,202,0,718,264,3757,3009,-1
4358,9910.45,7309.25,2421.88,2054.91,2,2,50,50,1,1,60,76,324,258,0,1178,351,4598,2135,-1
4359,9910.45,7309.25,2331.24,2138.68,2,2,50,50,1,1,60,82,316,287,0,914,63,3868,6103,-1
4360,9910.45,7309.25,2490.73,2149.69,2,2,50,50,1,1,60,87,372,319,0,913,111,5364,2071,-1
4361,9910.45,9544.7,2634.63,2344.73,3,3,50,50,1,1,60,73,363,278,0,976,128,4658,1142,-1
4362,9910.45,9544.7,2795.49,2413.36,2,2,50,50,1,1,60,75,312,255,0,923,119,4210,939,-1
4363,9910.45,9544.7,2734.55,2437.58,3,2,50,50,1,1,60,80,332,298,0,1014,125,4724,3688,-1
4364,9910.45,9544.7,2661.33,2406.3,3,2,50,50,1,1,60,77,444,356,0,1143,80,5546,4167,-1
4365,9910.45,9544.7,2859.3,2576.0,2,2,50,50,1,1,60,69,272,246,0,772,189,4604,1794,-1
4366,9910.45,9544.7,2869.25,2567.78,2,2,50,50,1,1,60,78,335,285,0,651,71,3688,3126,-1
4367,9910.45,9544.7,2945.12,2543.24,2,2,50,50,1,1,60,77,339,300,0,841,41,3998,3584,-1
4368,9910.45,7149.6,3020.63,2549.27,2,2,50,50,1,1,60,83,389,361,0,759,20,4371,2237,-1
4369,9910.45,9900.2,2959.12,2576.84,3,3,50,50,1,1,60,82,231,208,0,998,424,4473,4423,-1
4370,9910.45,9900.2,2905.21,2654.86,2,2,50,50,1,1,60,77,333,309,0,865,67,4415,3561,-1
4371,9910.45,9900.2,2584.2,2535.31,2,2,50,50,1,1,60,75,254,250,0,706,140,2555,8445,-1
4372,9910.45,5081.75,2580.29,2599.91,2,2,50,50,1,25,60,74,226,163,0,1559,191,3768,4202,-1
4373,9910.45,5162.9,2819.21,2748.55,3,3,50,50,1,25,60,75,393,329,0,1428,160,4993,1189,-1
4374,9910.45,5235.0,2881.97,2847.65,2,2,50,50,1,25,60,75,354,325,0,1202,59,5125,1522,-1
4375,9910.45,5235.0,2770.85,2789.34,2,2,50,50,1,25,60,78,296,270,0,1338,175,5041,5054,-1
4376,9910.45,5235.0,2608.99,2700.54,2,2,50,50,1,25,60,74,150,125,0,1111,189,3694,5409,-1
4377,9910.45,5235.0,2650.06,2737.47,2,2,50,50,1,25,60,83,354,315,0,1472,75,3929,2560,-1
4378,9910.45,5235.0,2742.31,2811.94,2,3,50,50,1,25,60,78,361,304,0,1494,32,4550,982,-1
